gene	LSH1LSH2_OE
MtrunA17_Chr1g0186811	0.637248332533898
MtrunA17_Chr1g0186821	1.19246057576556
MtrunA17_Chr1g0186841	0
MtrunA17_Chr1g0186851	0
MtrunA17_Chr1g0186921	0
MtrunA17_Chr1g0186931	0
MtrunA17_Chr1g0186981	0
MtrunA17_Chr1g0186991	0
MtrunA17_Chr1g0187001	0
MtrunA17_Chr1g0187021	-0.662473579361268
MtrunA17_Chr1g0187041	0
MtrunA17_Chr1g0187051	-1.34071815384091
MtrunA17_Chr1g0187071	0
MtrunA17_Chr1g0187081	0
MtrunA17_Chr1g0187091	0
MtrunA17_Chr1g0187121	0
MtrunA17_Chr1g0187161	-1.77858803995627
MtrunA17_Chr1g0187201	-3.87588255468476
MtrunA17_Chr1g0187221	-3.90351360624792
MtrunA17_Chr1g0187241	1.24729016635827
MtrunA17_Chr1g0187251	0
MtrunA17_Chr1g0187271	0
MtrunA17_Chr1g0187321	0
MtrunA17_Chr1g0187331	-0.682148470205038
MtrunA17_Chr1g0187371	0
MtrunA17_Chr1g0187381	0
MtrunA17_Chr1g0187401	0.918007019187889
MtrunA17_Chr1g0187411	0
MtrunA17_Chr1g0187471	0
MtrunA17_Chr1g0187481	-2.34974755661094
MtrunA17_Chr1g0187521	0.628918691844813
MtrunA17_Chr1g0187561	-1.57776221036665
MtrunA17_Chr1g0187571	0
MtrunA17_Chr1g0187601	0
MtrunA17_Chr1g0187671	0
MtrunA17_Chr1g0187681	0
MtrunA17_Chr1g0187751	0
MtrunA17_Chr1g0187761	0
MtrunA17_Chr1g0187771	0
MtrunA17_Chr1g0187801	0
MtrunA17_Chr1g0187811	-0.98012780956701
MtrunA17_Chr1g0187821	-0.661063064570232
MtrunA17_Chr1g0187921	0
MtrunA17_Chr1g0187951	0
MtrunA17_Chr1g0187981	0
MtrunA17_Chr1g0187991	0
MtrunA17_Chr1g0188001	1.08199327340664
MtrunA17_Chr1g0188021	0
MtrunA17_Chr1g0188031	0
MtrunA17_Chr1g0188041	0
MtrunA17_Chr1g0188071	0
MtrunA17_Chr1g0188091	0
MtrunA17_Chr1g0188101	0
MtrunA17_Chr1g0188121	1.25789876889125
MtrunA17_Chr1g0188131	0
MtrunA17_Chr1g0188171	0
MtrunA17_Chr1g0188181	0
MtrunA17_Chr1g0188201	0
MtrunA17_Chr1g0188211	0
MtrunA17_Chr1g0188221	0
MtrunA17_Chr1g0188241	0
MtrunA17_Chr1g0188261	0
MtrunA17_Chr1g0188271	0
MtrunA17_Chr1g0188281	2.19016081274914
MtrunA17_Chr1g0188351	0
MtrunA17_Chr1g0188361	1.27720368209547
MtrunA17_Chr1g0188391	-2.61867314155285
MtrunA17_Chr1g0188411	0
MtrunA17_Chr1g0188421	0
MtrunA17_Chr1g0188431	0
MtrunA17_Chr1g0188441	0
MtrunA17_Chr1g0188451	0
MtrunA17_Chr1g0188461	0
MtrunA17_Chr1g0188491	0
MtrunA17_Chr1g0188531	1.79540075922692
MtrunA17_Chr1g0188581	0
MtrunA17_Chr1g0188651	0
MtrunA17_Chr1g0188701	0
MtrunA17_Chr1g0188711	0
MtrunA17_Chr1g0188731	0
MtrunA17_Chr1g0188751	0
MtrunA17_Chr1g0188761	0
MtrunA17_Chr1g0188801	0.978430227413701
MtrunA17_Chr1g0188811	0
MtrunA17_Chr1g0188861	2.08229318443945
MtrunA17_Chr1g0188871	-0.915952978428419
MtrunA17_Chr1g0188881	0
MtrunA17_Chr1g0188891	0
MtrunA17_Chr1g0188931	0
MtrunA17_Chr1g0188981	-0.709609593962337
MtrunA17_Chr1g0189011	0
MtrunA17_Chr1g0189021	0
MtrunA17_Chr1g0189051	0
MtrunA17_Chr1g0189071	0
MtrunA17_Chr1g0189081	0
MtrunA17_Chr1g0189111	0
MtrunA17_Chr1g0189131	0
MtrunA17_Chr1g0189151	0
MtrunA17_Chr1g0189181	0
MtrunA17_Chr1g0189201	2.25381541299223
MtrunA17_Chr1g0189221	0
MtrunA17_Chr1g0189231	0
MtrunA17_Chr1g0189271	0
MtrunA17_Chr1g0189281	0
MtrunA17_Chr1g0189301	0
MtrunA17_Chr1g0189311	0
MtrunA17_Chr1g0189321	0
MtrunA17_Chr1g0189331	0
MtrunA17_Chr1g0189341	0
MtrunA17_Chr1g0189351	0
MtrunA17_Chr1g0189361	0
MtrunA17_Chr1g0189371	0
MtrunA17_Chr1g0189401	-0.6017050033007
MtrunA17_Chr1g0189421	0
MtrunA17_Chr1g0189481	0
MtrunA17_Chr1g0189541	-1.62982182959584
MtrunA17_Chr1g0189551	0
MtrunA17_Chr1g0189571	0
MtrunA17_Chr1g0189591	0
MtrunA17_Chr1g0189611	0
MtrunA17_Chr1g0189621	0
MtrunA17_Chr1g0189671	0
MtrunA17_Chr1g0189681	0
MtrunA17_Chr1g0189701	0
MtrunA17_Chr1g0189721	0
MtrunA17_Chr1g0189731	0
MtrunA17_Chr1g0189751	0
MtrunA17_Chr1g0189761	0
MtrunA17_Chr1g0189771	0
MtrunA17_Chr1g0189781	0
MtrunA17_Chr1g0189791	-0.778924913912292
MtrunA17_Chr1g0189821	0
MtrunA17_Chr1g0189841	-1.64999398797769
MtrunA17_Chr1g0189871	0
MtrunA17_Chr1g0189961	0
MtrunA17_Chr1g0189971	1.44055228067363
MtrunA17_Chr1g0189981	1.09641676888591
MtrunA17_Chr1g0189991	0
MtrunA17_Chr1g0190011	0
MtrunA17_Chr1g0190021	0
MtrunA17_Chr1g0190041	0
MtrunA17_Chr1g0190071	0
MtrunA17_Chr1g0190081	0
MtrunA17_Chr1g0190101	0
MtrunA17_Chr1g0190111	0
MtrunA17_Chr1g0190131	-0.845444214411329
MtrunA17_Chr1g0190191	1.07394689028097
MtrunA17_Chr1g0190201	0
MtrunA17_Chr1g0190221	0
MtrunA17_Chr1g0190231	0
MtrunA17_Chr1g0190251	0
MtrunA17_Chr1g0190271	0
MtrunA17_Chr1g0190281	0
MtrunA17_Chr1g0190291	-0.800438284364874
MtrunA17_Chr1g0190301	0
MtrunA17_Chr1g0190321	0
MtrunA17_Chr1g0190341	0
MtrunA17_Chr1g0190351	0
MtrunA17_Chr1g0190371	0
MtrunA17_Chr1g0190381	0
MtrunA17_Chr1g0190391	0
MtrunA17_Chr1g0190411	0
MtrunA17_Chr1g0190421	0
MtrunA17_Chr1g0190461	0
MtrunA17_Chr1g0190471	0
MtrunA17_Chr1g0190481	0
MtrunA17_Chr1g0190491	0
MtrunA17_Chr1g0190501	0
MtrunA17_Chr1g0190511	0
MtrunA17_Chr1g0190531	0
MtrunA17_Chr1g0190551	0
MtrunA17_Chr1g0190561	0
MtrunA17_Chr1g0190601	0
MtrunA17_Chr1g0190621	0
MtrunA17_Chr1g0190651	0
MtrunA17_Chr1g0190661	0
MtrunA17_Chr1g0190711	0
MtrunA17_Chr1g0190751	0
MtrunA17_Chr1g0190771	0
MtrunA17_Chr1g0190781	-0.872744461309127
MtrunA17_Chr1g0190801	0
MtrunA17_Chr1g0190821	0
MtrunA17_Chr1g0190831	0
MtrunA17_Chr1g0190851	0.688095192996327
MtrunA17_Chr1g0190881	0
MtrunA17_Chr1g0190891	0
MtrunA17_Chr1g0190911	0
MtrunA17_Chr1g0190921	-1.1742703664156
MtrunA17_Chr1g0190931	1.88522982370234
MtrunA17_Chr1g0190941	0
MtrunA17_Chr1g0190951	0
MtrunA17_Chr1g0190961	0
MtrunA17_Chr1g0190971	0
MtrunA17_Chr1g0190991	0
MtrunA17_Chr1g0191001	0
MtrunA17_Chr1g0191021	0
MtrunA17_Chr1g0191041	0
MtrunA17_Chr1g0191051	0
MtrunA17_Chr1g0191081	0
MtrunA17_Chr1g0191091	0
MtrunA17_Chr1g0191111	1.21675188011543
MtrunA17_Chr1g0191161	0
MtrunA17_Chr1g0191171	0
MtrunA17_Chr1g0191191	0
MtrunA17_Chr1g0191201	0
MtrunA17_Chr1g0191211	0
MtrunA17_Chr1g0191221	0
MtrunA17_Chr1g0191231	0
MtrunA17_Chr1g0191241	0
MtrunA17_Chr1g0191261	0
MtrunA17_Chr1g0191281	0
MtrunA17_Chr1g0191301	0
MtrunA17_Chr1g0191311	0
MtrunA17_Chr1g0191341	0
MtrunA17_Chr1g0191351	1.01396452613375
MtrunA17_Chr1g0191361	0
MtrunA17_Chr1g0191411	0
MtrunA17_Chr1g0191431	0
MtrunA17_Chr1g0191441	0
MtrunA17_Chr1g0191461	0
MtrunA17_Chr1g0191511	0.719921810475718
MtrunA17_Chr1g0191571	1.39333153574368
MtrunA17_Chr1g0191601	0
MtrunA17_Chr1g0191631	2.01349837523652
MtrunA17_Chr1g0191671	0
MtrunA17_Chr1g0191691	1.32750487099652
MtrunA17_Chr1g0191701	0
MtrunA17_Chr1g0191721	0
MtrunA17_Chr1g0191741	0
MtrunA17_Chr1g0191761	0
MtrunA17_Chr1g0191791	0
MtrunA17_Chr1g0191801	0
MtrunA17_Chr1g0191821	0
MtrunA17_Chr1g0191831	1.52740320789753
MtrunA17_Chr1g0191841	0
MtrunA17_Chr1g0191851	0
MtrunA17_Chr1g0191871	0
MtrunA17_Chr1g0191891	0
MtrunA17_Chr1g0191921	0
MtrunA17_Chr1g0191961	0
MtrunA17_Chr1g0191971	0
MtrunA17_Chr1g0192021	0
MtrunA17_Chr1g0192031	0
MtrunA17_Chr1g0192041	0
MtrunA17_Chr1g0192071	0
MtrunA17_Chr1g0192081	0
MtrunA17_Chr1g0192101	0
MtrunA17_Chr1g0192111	4.02724244941938
MtrunA17_Chr1g0192121	1.44211203218708
MtrunA17_Chr1g0192171	0
MtrunA17_Chr1g0192201	0
MtrunA17_Chr1g0192221	0
MtrunA17_Chr1g0192231	0
MtrunA17_Chr1g0192241	0
MtrunA17_Chr1g0192251	0
MtrunA17_Chr1g0192271	0
MtrunA17_Chr1g0192301	0
MtrunA17_Chr1g0192331	0
MtrunA17_Chr1g0192341	0
MtrunA17_Chr1g0192371	0
MtrunA17_Chr1g0192381	0.655567837615468
MtrunA17_Chr1g0192421	1.46946909981741
MtrunA17_Chr1g0192461	0
MtrunA17_Chr1g0192501	0
MtrunA17_Chr1g0192511	-0.618681738390702
MtrunA17_Chr1g0192521	0
MtrunA17_Chr1g0192541	0
MtrunA17_Chr1g0192551	0
MtrunA17_Chr1g0192571	0
MtrunA17_Chr1g0192581	-1.37468235400581
MtrunA17_Chr1g0192591	0
MtrunA17_Chr1g0192601	0
MtrunA17_Chr1g0192611	0
MtrunA17_Chr1g0192641	-0.586752700653871
MtrunA17_Chr1g0192651	0
MtrunA17_Chr1g0192661	0
MtrunA17_Chr1g0192711	-0.857193180988968
MtrunA17_Chr1g0192721	0
MtrunA17_Chr1g0192761	0
MtrunA17_Chr1g0192781	0
MtrunA17_Chr1g0192791	1.00656849980132
MtrunA17_Chr1g0192801	0
MtrunA17_Chr1g0192821	2.73357164653504
MtrunA17_Chr1g0192831	0.996224281674257
MtrunA17_Chr1g0192851	0
MtrunA17_Chr1g0192881	0
MtrunA17_Chr1g0192891	0
MtrunA17_Chr1g0192901	0
MtrunA17_Chr1g0192911	0
MtrunA17_Chr1g0192931	0
MtrunA17_Chr1g0192961	0
MtrunA17_Chr1g0192971	0
MtrunA17_Chr1g0193001	0
MtrunA17_Chr1g0193011	1.64993710832083
MtrunA17_Chr1g0193021	1.40355691330301
MtrunA17_Chr1g0193031	1.65032340053835
MtrunA17_Chr1g0193041	2.29234583522822
MtrunA17_Chr1g0193051	0
MtrunA17_Chr1g0193071	-1.03387439829859
MtrunA17_Chr1g0193081	0
MtrunA17_Chr1g0193121	0
MtrunA17_Chr1g0193141	0
MtrunA17_Chr1g0193161	0
MtrunA17_Chr1g0193171	0
MtrunA17_Chr1g0193181	-0.725040717497207
MtrunA17_Chr1g0193191	0
MtrunA17_Chr1g0193211	0
MtrunA17_Chr1g0193221	0
MtrunA17_Chr1g0193301	-1.72605966569322
MtrunA17_Chr1g0193331	0
MtrunA17_Chr1g0193371	0
MtrunA17_Chr1g0193381	0
MtrunA17_Chr1g0193391	0
MtrunA17_Chr1g0193401	0
MtrunA17_Chr1g0193411	0
MtrunA17_Chr1g0193421	0.856861688020519
MtrunA17_Chr1g0193431	0
MtrunA17_Chr1g0193441	0
MtrunA17_Chr1g0193451	0
MtrunA17_Chr1g0193481	0
MtrunA17_Chr1g0193491	0
MtrunA17_Chr1g0193501	0
MtrunA17_Chr1g0193551	0
MtrunA17_Chr1g0193641	0
MtrunA17_Chr1g0193661	0
MtrunA17_Chr1g0193671	2.32904712492442
MtrunA17_Chr1g0193701	0
MtrunA17_Chr1g0193711	1.47764247987115
MtrunA17_Chr1g0193721	1.00089626763918
MtrunA17_Chr1g0193801	0
MtrunA17_Chr1g0193811	2.63580108086902
MtrunA17_Chr1g0193831	0
MtrunA17_Chr1g0193841	1.96250857935273
MtrunA17_Chr1g0193851	0
MtrunA17_Chr1g0193861	0.832683311194769
MtrunA17_Chr1g0193941	0
MtrunA17_Chr1g0193951	0
MtrunA17_Chr1g0193971	0
MtrunA17_Chr1g0193991	0
MtrunA17_Chr1g0194001	0
MtrunA17_Chr1g0194031	0
MtrunA17_Chr1g0194051	0
MtrunA17_Chr1g0194061	-2.3054098334802
MtrunA17_Chr1g0194071	0
MtrunA17_Chr1g0194091	0
MtrunA17_Chr1g0194141	0
MtrunA17_Chr1g0194151	0
MtrunA17_Chr1g0194171	0
MtrunA17_Chr1g0194191	0
MtrunA17_Chr1g0194201	0
MtrunA17_Chr1g0194211	0
MtrunA17_Chr1g0194221	1.29853893030506
MtrunA17_Chr1g0194231	0
MtrunA17_Chr1g0194241	-2.24909284247468
MtrunA17_Chr1g0194251	-1.03096465093992
MtrunA17_Chr1g0194271	0
MtrunA17_Chr1g0194281	0
MtrunA17_Chr1g0194291	0
MtrunA17_Chr1g0194311	0
MtrunA17_Chr1g0194321	1.58007562592137
MtrunA17_Chr1g0194371	0
MtrunA17_Chr1g0194381	0
MtrunA17_Chr1g0194411	0
MtrunA17_Chr1g0194481	0
MtrunA17_Chr1g0194521	0
MtrunA17_Chr1g0194531	0
MtrunA17_Chr1g0194611	-0.888526393546892
MtrunA17_Chr1g0194631	0
MtrunA17_Chr1g0194641	0
MtrunA17_Chr1g0194671	1.8909286375503
MtrunA17_Chr1g0194681	0
MtrunA17_Chr1g0194701	0
MtrunA17_Chr1g0194711	0
MtrunA17_Chr1g0194751	0
MtrunA17_Chr1g0194801	2.43980047803349
MtrunA17_Chr1g0194831	0
MtrunA17_Chr1g0194841	0
MtrunA17_Chr1g0194851	0
MtrunA17_Chr1g0194861	0
MtrunA17_Chr1g0194871	0
MtrunA17_Chr1g0194931	3.51223805350572
MtrunA17_Chr1g0194951	0
MtrunA17_Chr1g0194961	0
MtrunA17_Chr1g0194981	0
MtrunA17_Chr1g0194991	0
MtrunA17_Chr1g0195001	0
MtrunA17_Chr1g0195011	0
MtrunA17_Chr1g0195031	0
MtrunA17_Chr1g0195051	0
MtrunA17_Chr1g0195061	2.04460023882916
MtrunA17_Chr1g0195071	0
MtrunA17_Chr1g0195101	0
MtrunA17_Chr1g0195111	0
MtrunA17_Chr1g0195141	0
MtrunA17_Chr1g0195151	0
MtrunA17_Chr1g0195181	-0.867410062919504
MtrunA17_Chr1g0195191	0
MtrunA17_Chr1g0195201	0
MtrunA17_Chr1g0195211	0
MtrunA17_Chr1g0195251	0
MtrunA17_Chr1g0195261	0
MtrunA17_Chr1g0195271	0
MtrunA17_Chr1g0195361	0.671873534425269
MtrunA17_Chr1g0195381	0
MtrunA17_Chr1g0195391	-2.61858725190839
MtrunA17_Chr1g0195401	0
MtrunA17_Chr1g0195411	0
MtrunA17_Chr1g0195461	0.918826679606074
MtrunA17_Chr1g0195491	0
MtrunA17_Chr1g0195501	0
MtrunA17_Chr1g0195521	0
MtrunA17_Chr1g0195571	0
MtrunA17_Chr1g0195601	0
MtrunA17_Chr1g0195611	0
MtrunA17_Chr1g0195621	0
MtrunA17_Chr1g0195641	0
MtrunA17_Chr1g0195651	0
MtrunA17_Chr1g0195661	-0.683553262718768
MtrunA17_Chr1g0195671	0
MtrunA17_Chr1g0195681	0
MtrunA17_Chr1g0195691	0.606152984042094
MtrunA17_Chr1g0195701	0
MtrunA17_Chr1g0195721	0
MtrunA17_Chr1g0195731	0
MtrunA17_Chr1g0195751	0
MtrunA17_Chr1g0195761	0
MtrunA17_Chr1g0195771	0
MtrunA17_Chr1g0195781	0
MtrunA17_Chr1g0195791	0.687288584879868
MtrunA17_Chr1g0195811	1.83413529279634
MtrunA17_Chr1g0195821	0.740735585484998
MtrunA17_Chr1g0195851	0
MtrunA17_Chr1g0195871	0
MtrunA17_Chr1g0195901	0
MtrunA17_Chr1g0195911	1.14608008554625
MtrunA17_Chr1g0195971	1.3250030495902
MtrunA17_Chr1g0195981	0
MtrunA17_Chr1g0195991	0
MtrunA17_Chr1g0196001	0
MtrunA17_Chr1g0196011	0
MtrunA17_Chr1g0196021	0
MtrunA17_Chr1g0196041	0
MtrunA17_Chr1g0196061	0
MtrunA17_Chr1g0196081	0
MtrunA17_Chr1g0196091	0
MtrunA17_Chr1g0196111	1.33742268489942
MtrunA17_Chr1g0196141	0
MtrunA17_Chr1g0196151	0
MtrunA17_Chr1g0196181	0
MtrunA17_Chr1g0196201	0
MtrunA17_Chr1g0196211	0
MtrunA17_Chr1g0196221	0
MtrunA17_Chr1g0196261	0
MtrunA17_Chr1g0196311	0
MtrunA17_Chr1g0196321	0
MtrunA17_Chr1g0196341	0
MtrunA17_Chr1g0196351	0
MtrunA17_Chr1g0196361	0
MtrunA17_Chr1g0196371	0
MtrunA17_Chr1g0196381	0
MtrunA17_Chr1g0196391	0
MtrunA17_Chr1g0196411	0
MtrunA17_Chr1g0196421	0
MtrunA17_Chr1g0196471	0
MtrunA17_Chr1g0196481	0
MtrunA17_Chr1g0196501	0
MtrunA17_Chr1g0196531	0
MtrunA17_Chr1g0196551	0
MtrunA17_Chr1g0196571	0
MtrunA17_Chr1g0196611	0
MtrunA17_Chr1g0196621	0
MtrunA17_Chr1g0196651	0
MtrunA17_Chr1g0196661	0.816329226031301
MtrunA17_Chr1g0196691	0
MtrunA17_Chr1g0196711	-1.51337744436558
MtrunA17_Chr1g0196721	1.16588923579213
MtrunA17_Chr1g0196741	0
MtrunA17_Chr1g0196751	0
MtrunA17_Chr1g0196761	0
MtrunA17_Chr1g0196771	0
MtrunA17_Chr1g0196781	-1.94602787913899
MtrunA17_Chr1g0196791	0
MtrunA17_Chr1g0196801	0
MtrunA17_Chr1g0196851	0
MtrunA17_Chr1g0196861	0
MtrunA17_Chr1g0196871	0
MtrunA17_Chr1g0196901	0
MtrunA17_Chr1g0196911	0
MtrunA17_Chr1g0196921	0
MtrunA17_Chr1g0196941	0
MtrunA17_Chr1g0196951	1.21875074458283
MtrunA17_Chr1g0196961	0
MtrunA17_Chr1g0196971	0
MtrunA17_Chr1g0196981	-2.6160488175958
MtrunA17_Chr1g0197011	-3.15701450461459
MtrunA17_Chr1g0197051	0
MtrunA17_Chr1g0197071	0
MtrunA17_Chr1g0197111	1.10518395712192
MtrunA17_Chr1g0197121	0
MtrunA17_Chr1g0197131	0
MtrunA17_Chr1g0197141	0
MtrunA17_Chr1g0197151	0
MtrunA17_Chr1g0197161	-4.09741791428424
MtrunA17_Chr1g0197171	0
MtrunA17_Chr1g0197181	-1.51543065807232
MtrunA17_Chr1g0197191	-1.89961742165474
MtrunA17_Chr1g0197201	0
MtrunA17_Chr1g0197211	-0.603108724078663
MtrunA17_Chr1g0197221	0
MtrunA17_Chr1g0197241	0
MtrunA17_Chr1g0197261	0
MtrunA17_Chr1g0197271	0
MtrunA17_Chr1g0197281	-0.746680506858091
MtrunA17_Chr1g0197331	0
MtrunA17_Chr1g0197371	1.70462156193618
MtrunA17_Chr1g0197391	0
MtrunA17_Chr1g0197401	0
MtrunA17_Chr1g0197431	0
MtrunA17_Chr1g0197451	0
MtrunA17_Chr1g0197481	0
MtrunA17_Chr1g0197491	0
MtrunA17_Chr1g0197501	0
MtrunA17_Chr1g0197521	0
MtrunA17_Chr1g0197531	-5.78375997398
MtrunA17_Chr1g0197551	0
MtrunA17_Chr1g0197561	1.24326387005698
MtrunA17_Chr1g0197581	0
MtrunA17_Chr1g0197601	0
MtrunA17_Chr1g0197611	-0.706460822587229
MtrunA17_Chr1g0197621	0
MtrunA17_Chr1g0197631	0
MtrunA17_Chr1g0197641	0
MtrunA17_Chr1g0197651	0
MtrunA17_Chr1g0197681	10.1540666377292
MtrunA17_Chr1g0197711	0
MtrunA17_Chr1g0197721	0
MtrunA17_Chr1g0197731	0
MtrunA17_Chr1g0197751	0
MtrunA17_Chr1g0197761	0
MtrunA17_Chr1g0197771	0
MtrunA17_Chr1g0197801	0
MtrunA17_Chr1g0197811	0
MtrunA17_Chr1g0197821	0
MtrunA17_Chr1g0197851	-1.07619942191144
MtrunA17_Chr1g0197871	-1.46899327730918
MtrunA17_Chr1g0197881	-0.763103013796157
MtrunA17_Chr1g0197891	-0.967596307388067
MtrunA17_Chr1g0197931	0
MtrunA17_Chr1g0198031	0
MtrunA17_Chr1g0198041	0
MtrunA17_Chr1g0198051	0
MtrunA17_Chr1g0198071	0
MtrunA17_Chr1g0198081	0
MtrunA17_Chr1g0198091	0
MtrunA17_Chr1g0198151	-1.40450132993387
MtrunA17_Chr1g0198211	0
MtrunA17_Chr1g0198221	0
MtrunA17_Chr1g0198241	0.621546129261829
MtrunA17_Chr1g0198251	0.657093497529598
MtrunA17_Chr1g0198271	0
MtrunA17_Chr1g0198291	3.04720125640524
MtrunA17_Chr1g0198321	0
MtrunA17_Chr1g0198341	0
MtrunA17_Chr1g0198351	0
MtrunA17_Chr1g0198401	0
MtrunA17_Chr1g0198431	0
MtrunA17_Chr1g0198441	-1.91486579513921
MtrunA17_Chr1g0198451	-0.784487363762341
MtrunA17_Chr1g0198511	0
MtrunA17_Chr1g0198521	0
MtrunA17_Chr1g0198531	1.07353799057529
MtrunA17_Chr1g0198541	0
MtrunA17_Chr1g0198561	-0.62158608631653
MtrunA17_Chr1g0198601	-1.05111441868006
MtrunA17_Chr1g0198661	-1.04358094919801
MtrunA17_Chr1g0198681	0
MtrunA17_Chr1g0198701	0
MtrunA17_Chr1g0198731	0.992859704997042
MtrunA17_Chr1g0198751	0
MtrunA17_Chr1g0198781	0
MtrunA17_Chr1g0198801	0
MtrunA17_Chr1g0198811	0
MtrunA17_Chr1g0198821	0
MtrunA17_Chr1g0198831	0
MtrunA17_Chr1g0198861	0.948981221049627
MtrunA17_Chr1g0198891	2.36546749387671
MtrunA17_Chr1g0198921	1.62444693657196
MtrunA17_Chr1g0198931	1.30791710388689
MtrunA17_Chr1g0198941	1.36117200038082
MtrunA17_Chr1g0198951	0
MtrunA17_Chr1g0198984	0
MtrunA17_Chr1g0199044	0
MtrunA17_Chr1g0199091	0
MtrunA17_Chr1g0199101	0
MtrunA17_Chr1g0199111	0
MtrunA17_Chr1g0199151	0
MtrunA17_Chr1g0199181	0.986767068436135
MtrunA17_Chr1g0199191	0
MtrunA17_Chr1g0199221	0
MtrunA17_Chr1g0199251	0
MtrunA17_Chr1g0199321	0
MtrunA17_Chr1g0199331	0
MtrunA17_Chr1g0199341	0
MtrunA17_Chr1g0199431	-0.969747808258099
MtrunA17_Chr1g0199441	-0.837724967704597
MtrunA17_Chr1g0199471	0
MtrunA17_Chr1g0199501	-0.591951404406291
MtrunA17_Chr1g0199511	0
MtrunA17_Chr1g0199551	0.714742186808469
MtrunA17_Chr1g0199571	0
MtrunA17_Chr1g0199601	0
MtrunA17_Chr1g0199621	0
MtrunA17_Chr1g0199651	0
MtrunA17_Chr1g0199671	0
MtrunA17_Chr1g0199681	0
MtrunA17_Chr1g0199701	0
MtrunA17_Chr1g0199731	0
MtrunA17_Chr1g0199761	0
MtrunA17_Chr1g0199771	0.591719361260857
MtrunA17_Chr1g0199791	0
MtrunA17_Chr1g0199821	0
MtrunA17_Chr1g0199841	0.709145241890487
MtrunA17_Chr1g0199851	0
MtrunA17_Chr1g0199861	0
MtrunA17_Chr1g0199881	0
MtrunA17_Chr1g0199951	0
MtrunA17_Chr1g0199961	0
MtrunA17_Chr1g0199971	0
MtrunA17_Chr1g0200031	0
MtrunA17_Chr1g0200071	0
MtrunA17_Chr1g0200091	0
MtrunA17_Chr1g0200111	0
MtrunA17_Chr1g0200121	0
MtrunA17_Chr1g0200151	-1.52749247423461
MtrunA17_Chr1g0200201	0
MtrunA17_Chr1g0200211	0
MtrunA17_Chr1g0200221	0
MtrunA17_Chr1g0200231	-1.50274306209698
MtrunA17_Chr1g0200241	0
MtrunA17_Chr1g0200261	0.738146148777286
MtrunA17_Chr1g0200271	-0.944116527615425
MtrunA17_Chr1g0200301	0
MtrunA17_Chr1g0200311	0
MtrunA17_Chr1g0200341	-0.624611541930426
MtrunA17_Chr1g0200351	0
MtrunA17_Chr1g0200391	0
MtrunA17_Chr1g0200401	0
MtrunA17_Chr1g0200411	0
MtrunA17_Chr1g0200421	0
MtrunA17_Chr1g0200431	0
MtrunA17_Chr1g0200441	0
MtrunA17_Chr1g0200461	0
MtrunA17_Chr1g0200471	0
MtrunA17_Chr1g0200481	0
MtrunA17_Chr1g0200491	-3.24490380366613
MtrunA17_Chr1g0200501	0
MtrunA17_Chr1g0200511	0
MtrunA17_Chr1g0200561	0
MtrunA17_Chr1g0200581	0
MtrunA17_Chr1g0200601	0
MtrunA17_Chr1g0200631	0
MtrunA17_Chr1g0200651	0.601563991152747
MtrunA17_Chr1g0200661	0
MtrunA17_Chr1g0200711	-0.691136090818388
MtrunA17_Chr1g0200721	0
MtrunA17_Chr1g0200741	0
MtrunA17_Chr1g0200751	0
MtrunA17_Chr1g0200781	0
MtrunA17_Chr1g0200811	0
MtrunA17_Chr1g0200851	0
MtrunA17_Chr1g0200861	0
MtrunA17_Chr1g0200871	0
MtrunA17_Chr1g0200901	0
MtrunA17_Chr1g0200931	0
MtrunA17_Chr1g0200961	0
MtrunA17_Chr1g0200981	0
MtrunA17_Chr1g0200991	1.49867588813639
MtrunA17_Chr1g0201021	0
MtrunA17_Chr1g0201031	0
MtrunA17_Chr1g0201101	0
MtrunA17_Chr1g0201131	0
MtrunA17_Chr1g0201151	0
MtrunA17_Chr1g0201171	0
MtrunA17_Chr1g0201221	0
MtrunA17_Chr1g0201231	0
MtrunA17_Chr1g0201241	0
MtrunA17_Chr1g0201251	0
MtrunA17_Chr1g0201271	0.831030961149235
MtrunA17_Chr1g0201311	0
MtrunA17_Chr1g0201331	-1.13787768320523
MtrunA17_Chr1g0201341	0
MtrunA17_Chr1g0201351	0
MtrunA17_Chr1g0201361	0.66959145454694
MtrunA17_Chr1g0201371	0
MtrunA17_Chr1g0201381	0
MtrunA17_Chr1g0201391	0.745958857128794
MtrunA17_Chr1g0201421	0
MtrunA17_Chr1g0201461	0
MtrunA17_Chr1g0201481	0
MtrunA17_Chr1g0201511	0
MtrunA17_Chr1g0201521	0
MtrunA17_Chr1g0201531	0
MtrunA17_Chr1g0201541	0
MtrunA17_Chr1g0201561	0
MtrunA17_Chr1g0201571	0
MtrunA17_Chr1g0201581	0
MtrunA17_Chr1g0201591	0
MtrunA17_Chr1g0201611	0
MtrunA17_Chr1g0201631	0
MtrunA17_Chr1g0201671	0
MtrunA17_Chr1g0201691	0
MtrunA17_Chr1g0201701	0
MtrunA17_Chr1g0201721	0
MtrunA17_Chr1g0201731	0.918552790365615
MtrunA17_Chr1g0201741	0
MtrunA17_Chr1g0201761	0
MtrunA17_Chr1g0201771	0
MtrunA17_Chr1g0201781	0
MtrunA17_Chr1g0201791	0
MtrunA17_Chr1g0201801	0
MtrunA17_Chr1g0201811	0
MtrunA17_Chr1g0201821	0
